area,bedrooms,bathrooms,location,house_age,parking,price,district,land_size,town
2650,4,2,Gampaha,12,2,35000000.0,Gampaha,13.5,Ja-Ela
2200,4,2,Gampaha,35,2,18000000.0,Gampaha,9.17,Ja-Ela
3750,4,6,Gampaha,9,2,44500000.0,Gampaha,10.0,Ja-Ela
3450,4,2,Gampaha,2,2,23500000.0,Gampaha,12.5,Kadawatha
1100,3,2,Gampaha,11,2,11500000.0,Gampaha,10.8,Kadawatha
2100,4,2,Gampaha,4,2,29500000.0,Gampaha,15.0,Kadawatha
2100,4,2,Gampaha,36,2,29500000.0,Gampaha,15.0,Kadawatha
4000,5,4,Colombo,38,2,59000000.0,Colombo,11.1,Dehiwala
2800,3,3,Gampaha,8,2,28000000.0,Gampaha,10.75,Kadawatha
2300,4,2,Gampaha,11,2,34500000.0,Gampaha,12.0,Kadawatha
3500,3,3,Colombo,19,2,37000000.0,Colombo,6.2,Dehiwala
1800,4,2,Galle,41,2,35000000.0,Galle,10.0,Galle City
2200,4,2,Gampaha,36,2,35000000.0,Gampaha,15.5,Kadawatha
3500,4,4,Colombo,34,2,33000000.0,Colombo,8.0,Talawatugoda
1350,3,2,Gampaha,8,2,12500000.0,Gampaha,6.87,Kadawatha
2800,3,3,Gampaha,13,2,21000000.0,Gampaha,10.0,Kadawatha
1864,3,2,Gampaha,23,2,21000000.0,Gampaha,12.0,Kadawatha
3000,4,3,Gampaha,4,2,26500000.0,Gampaha,12.5,Kadawatha
1896,4,2,Colombo,47,2,29000000.0,Colombo,17.0,Wellampitiya
3842,4,3,Gampaha,8,2,40000000.0,Gampaha,10.0,Kadawatha
1210,3,1,Kandy,22,2,16500000.0,Kandy,20.0,Menikhinna
2750,4,3,Colombo,34,2,27000000.0,Colombo,7.0,Kottawa
1250,3,2,Gampaha,16,2,12000000.0,Gampaha,16.5,Gampaha City
2335,3,2,Gampaha,20,2,8000000.0,Gampaha,10.0,Kadawatha
1900,2,1,Badulla,23,1,13500000.0,Badulla,12.4,Badulla City
1300,3,1,Colombo,1,2,9500000.0,Colombo,9.5,Kaduwela
2000,3,2,Gampaha,15,2,19500000.0,Gampaha,12.5,Negombo
3700,4,3,Colombo,3,2,14000000.0,Colombo,12.0,Kaduwela
1500,6,4,Colombo,1,3,45000000.0,Colombo,7.9,Rajagiriya
1325,3,1,Gampaha,5,2,9900000.0,Gampaha,10.0,Negombo
1500,3,2,Colombo,8,2,55000000.0,Colombo,4.0,Colombo 5
3000,5,4,Colombo,11,2,40000000.0,Colombo,10.0,Piliyandala
2200,4,3,Colombo,32,2,26000000.0,Colombo,7.0,Piliyandala
5200,5,7,Gampaha,15,2,130000000.0,Gampaha,20.5,Wattala
2500,4,3,Colombo,10,2,26000000.0,Colombo,8.5,Piliyandala
3500,5,3,Colombo,9,2,165000000.0,Colombo,16.3,Colombo 5
3527,5,4,Gampaha,15,2,25000000.0,Gampaha,15.3,Kadawatha
2751,4,3,Gampaha,3,2,29500000.0,Gampaha,14.5,Kandana
1633,2,1,Colombo,6,1,9000000.0,Colombo,6.0,Moratuwa
1100,3,1,Gampaha,23,2,13000000.0,Gampaha,11.75,Kandana
2000,4,2,Gampaha,23,2,29500000.0,Gampaha,10.0,Kandana
2300,5,2,Gampaha,2,2,35000000.0,Gampaha,10.0,Kandana
3000,3,3,Gampaha,13,2,31000000.0,Gampaha,30.0,Kandana
6500,5,4,Colombo,9,2,44000000.0,Colombo,12.5,Talawatugoda
1500,4,2,Colombo,20,2,36000000.0,Colombo,20.0,Rajagiriya
3000,4,4,Colombo,4,2,28500000.0,Colombo,15.0,Piliyandala
2550,4,3,Colombo,35,2,25500000.0,Colombo,7.5,Piliyandala
7000,6,6,Gampaha,9,3,120000000.0,Gampaha,60.0,Nittambuwa
1500,3,2,Colombo,5,2,19500000.0,Colombo,21.5,Piliyandala
3500,4,4,Colombo,11,2,44000000.0,Colombo,7.7,Talawatugoda
4750,4,3,Gampaha,1,2,65000000.0,Gampaha,54.0,Kandana
2450,4,3,Colombo,16,2,50000000.0,Colombo,14.0,Dehiwala
1500,3,2,Colombo,5,2,62000000.0,Colombo,9.2,Nawala
1500,2,2,Colombo,49,1,14000000.0,Colombo,7.2,Boralesgamuwa
11000,4,4,Colombo,10,2,120000000.0,Colombo,19.0,Battaramulla
3500,7,4,Colombo,17,4,50000000.0,Colombo,13.5,Dehiwala
3000,7,4,Colombo,42,4,31000000.0,Colombo,10.41,Battaramulla
2338,4,2,Colombo,6,2,16000000.0,Colombo,6.6,Piliyandala
2200,5,2,Gampaha,14,2,22500000.0,Gampaha,9.5,Kandana
1500,3,2,Colombo,20,2,14500000.0,Colombo,14.0,Kesbewa
4800,6,6,Gampaha,3,3,28500000.0,Gampaha,15.0,Kandana
1250,2,2,Colombo,31,1,14500000.0,Colombo,5.6,Maharagama
2500,3,2,Gampaha,43,2,22000000.0,Gampaha,6.5,Kandana
4100,4,2,Gampaha,5,2,22500000.0,Gampaha,15.5,Kandana
2000,5,3,Colombo,4,2,13500000.0,Colombo,6.0,Maharagama
3891,4,2,Gampaha,14,2,10000000.0,Gampaha,10.0,Ja-Ela
1050,2,1,Matale,4,1,5000000.0,Matale,10.0,Galewela
1700,3,2,Gampaha,9,2,19000000.0,Gampaha,10.0,Kandana
4000,6,6,Colombo,16,3,55000000.0,Colombo,12.9,Boralesgamuwa
3000,4,3,Gampaha,19,2,29500000.0,Gampaha,8.0,Kandana
2639,3,3,Gampaha,49,2,31500000.0,Gampaha,10.0,Kandana
3150,4,3,Gampaha,3,2,26500000.0,Gampaha,10.5,Negombo
5455,6,4,Gampaha,5,3,29000000.0,Gampaha,20.0,Ragama
4700,4,3,Gampaha,5,2,30000000.0,Gampaha,20.0,Ragama
3000,4,2,Gampaha,9,2,20000000.0,Gampaha,13.5,Ragama
2200,3,2,Gampaha,24,2,17300000.0,Gampaha,6.0,Ragama
1400,3,1,Gampaha,4,2,9900000.0,Gampaha,10.0,Negombo
1500,4,2,Colombo,47,2,12000000.0,Colombo,6.5,Piliyandala
3500,4,3,Gampaha,20,2,26500000.0,Gampaha,10.0,Negombo
3200,4,3,Colombo,15,2,30500000.0,Colombo,7.5,Piliyandala
1500,3,2,Colombo,4,2,13500000.0,Colombo,6.8,Kesbewa
3100,4,4,Colombo,7,2,36000000.0,Colombo,8.5,Piliyandala
2900,4,4,Colombo,27,2,28500000.0,Colombo,8.0,Piliyandala
2600,4,3,Colombo,42,2,25500000.0,Colombo,6.2,Piliyandala
2500,5,4,Colombo,24,2,28500000.0,Colombo,7.7,Piliyandala
3500,4,4,Gampaha,18,2,25000000.0,Gampaha,6.25,Wattala
1800,3,3,Gampaha,5,2,11000000.0,Gampaha,13.0,Negombo
3750,5,4,Colombo,14,2,54000000.0,Colombo,15.2,Talawatugoda
2150,3,3,Gampaha,31,2,18500000.0,Gampaha,15.0,Negombo
4800,8,6,Colombo,41,4,140000000.0,Colombo,7.0,Colombo 5
2500,8,3,Colombo,47,4,32500000.0,Colombo,23.6,Moratuwa
2200,3,2,Colombo,22,2,28000000.0,Colombo,8.0,Malabe
3000,5,4,Colombo,27,2,65000000.0,Colombo,11.8,Dehiwala
2750,4,2,Gampaha,8,2,13000000.0,Gampaha,11.0,Negombo
2723,4,3,Colombo,10,2,35000000.0,Colombo,10.0,Athurugiriya
2520,4,3,Colombo,25,2,38000000.0,Colombo,10.0,Athurugiriya
2900,4,2,Galle,22,2,11500000.0,Galle,10.0,Galle City
6000,4,1,Kandy,15,2,9000000.0,Kandy,40.0,Nawalapitiya
2900,4,4,Colombo,3,2,44000000.0,Colombo,9.0,Battaramulla
1248,3,2,Galle,28,2,7200000.0,Galle,12.0,Galle City
3500,4,3,Colombo,43,2,33000000.0,Colombo,8.0,Kottawa
2643,4,4,Colombo,41,2,28500000.0,Colombo,8.5,Piliyandala
1200,3,1,Kalutara,4,2,6000000.0,Kalutara,9.0,Kalutara City
2750,3,4,Gampaha,4,2,32000000.0,Gampaha,7.3,Wattala
2000,3,2,Gampaha,22,2,28500000.0,Gampaha,6.0,Wattala
2000,3,2,Gampaha,33,2,28000000.0,Gampaha,10.0,Wattala
2800,3,2,Gampaha,2,2,21000000.0,Gampaha,7.14,Wattala
4400,5,5,Gampaha,20,2,69500000.0,Gampaha,24.0,Wattala
2400,3,2,Gampaha,39,2,41500000.0,Gampaha,19.0,Wattala
1642,4,3,Gampaha,13,2,19800000.0,Gampaha,5.5,Wattala
1600,3,1,Gampaha,1,2,30000000.0,Gampaha,20.0,Wattala
2260,4,4,Gampaha,10,2,45000000.0,Gampaha,12.0,Wattala
3500,4,4,Colombo,3,2,44000000.0,Colombo,7.7,Battaramulla
5000,5,3,Colombo,43,2,120000000.0,Colombo,30.0,Nugegoda
2750,3,4,Gampaha,19,2,32000000.0,Gampaha,7.3,Wattala
1600,5,1,Hambantota,14,2,4500000.0,Hambantota,40.0,Tissamaharama
2250,4,2,Colombo,16,2,19500000.0,Colombo,5.5,Moratuwa
1127,1,1,Galle,9,1,5800000.0,Galle,11.0,Ahangama
2150,3,3,Colombo,18,2,16500000.0,Colombo,10.1,Talawatugoda
1500,2,2,Colombo,47,1,18000000.0,Colombo,6.8,Athurugiriya
4800,5,6,Colombo,47,2,55000000.0,Colombo,15.0,Maharagama
2200,2,1,Colombo,2,1,19500000.0,Colombo,9.0,Kottawa
2700,6,4,Colombo,22,3,30000000.0,Colombo,16.4,Moratuwa
3000,5,2,Colombo,46,2,33000000.0,Colombo,13.3,Kottawa
1800,3,1,Kurunegala,2,2,14900000.0,Kurunegala,17.0,Narammala
3400,5,3,Colombo,12,2,32500000.0,Colombo,9.0,Maharagama
916,2,2,Colombo,43,1,6500000.0,Colombo,3.5,Wellampitiya
2100,3,2,Colombo,3,2,23000000.0,Colombo,6.0,Malabe
6000,5,5,Colombo,41,2,120000000.0,Colombo,16.0,Talawatugoda
3200,5,3,Colombo,13,2,54800000.0,Colombo,7.31,Boralesgamuwa
1100,2,1,Colombo,4,1,14600000.0,Colombo,4.8,Kolonnawa
3150,4,3,Gampaha,8,2,26500000.0,Gampaha,10.5,Negombo
1600,3,1,Colombo,23,2,23000000.0,Colombo,34.68,Kottawa
2228,5,3,Colombo,5,2,41000000.0,Colombo,9.65,Nugegoda
1300,4,2,Colombo,20,2,14300000.0,Colombo,18.0,Piliyandala
1600,3,3,Colombo,23,2,18500000.0,Colombo,8.0,Piliyandala
4500,4,5,Colombo,24,2,37500000.0,Colombo,14.5,Kottawa
3000,4,3,Colombo,7,2,29500000.0,Colombo,12.0,Kottawa
3600,6,4,Colombo,1,3,33500000.0,Colombo,16.2,Kottawa
2350,3,3,Colombo,42,2,23000000.0,Colombo,8.0,Piliyandala
3591,4,4,Colombo,10,2,30500000.0,Colombo,8.5,Piliyandala
5000,4,4,Colombo,9,2,120000000.0,Colombo,92.0,Maharagama
3300,6,4,Colombo,9,3,45000000.0,Colombo,10.0,Maharagama
4000,6,4,Colombo,37,3,26000000.0,Colombo,9.5,Maharagama
4000,6,5,Colombo,45,3,65000000.0,Colombo,12.0,Nugegoda
1900,3,2,Colombo,24,2,27500000.0,Colombo,13.0,Maharagama
2551,4,4,Colombo,27,2,28500000.0,Colombo,8.5,Piliyandala
2500,4,2,Colombo,3,2,36000000.0,Colombo,7.0,Maharagama
2750,4,3,Colombo,12,2,27000000.0,Colombo,12.0,Maharagama
2500,3,2,Colombo,10,2,35000000.0,Colombo,10.0,Maharagama
2557,4,3,Colombo,46,2,25500000.0,Colombo,7.5,Piliyandala
2600,4,3,Colombo,20,2,35000000.0,Colombo,8.2,Maharagama
2300,3,3,Colombo,1,2,45000000.0,Colombo,11.0,Maharagama
1800,3,2,Colombo,43,2,13800000.0,Colombo,10.2,Homagama
2000,3,2,Colombo,4,2,16000000.0,Colombo,6.0,Pannipitiya
2700,5,3,Colombo,18,2,28000000.0,Colombo,10.4,Pannipitiya
2550,4,3,Colombo,36,2,25500000.0,Colombo,7.5,Piliyandala
1200,3,1,Gampaha,22,2,7700000.0,Gampaha,10.0,Gampaha City
1800,3,3,Colombo,14,2,23000000.0,Colombo,8.0,Piliyandala
2400,4,3,Colombo,19,2,26000000.0,Colombo,7.0,Piliyandala
1400,3,1,Colombo,22,2,13500000.0,Colombo,14.0,Piliyandala
3250,5,3,Colombo,8,2,23500000.0,Colombo,7.0,Piliyandala
2500,4,3,Colombo,50,2,33000000.0,Colombo,12.6,Piliyandala
2000,4,3,Colombo,30,2,17500000.0,Colombo,6.5,Piliyandala
1466,3,2,Colombo,28,2,14000000.0,Colombo,8.5,Piliyandala
2550,4,3,Colombo,19,2,29500000.0,Colombo,10.0,Athurugiriya
1499,3,2,Colombo,9,2,14000000.0,Colombo,10.0,Piliyandala
2985,4,4,Colombo,33,2,21500000.0,Colombo,9.0,Kesbewa
2559,4,4,Colombo,45,2,24800000.0,Colombo,6.5,Piliyandala
3000,4,3,Colombo,6,2,32500000.0,Colombo,7.0,Nugegoda
1580,3,3,Colombo,19,2,16000000.0,Colombo,9.5,Piliyandala
2896,4,4,Colombo,10,2,28500000.0,Colombo,7.5,Kesbewa
2491,3,3,Colombo,25,2,21500000.0,Colombo,9.5,Piliyandala
2745,3,3,Colombo,49,2,21500000.0,Colombo,9.5,Kesbewa
1563,3,2,Colombo,13,2,14000000.0,Colombo,10.0,Kesbewa
3452,5,4,Colombo,12,2,33500000.0,Colombo,16.0,Piliyandala
3102,4,4,Colombo,4,2,33000000.0,Colombo,10.0,Piliyandala
2784,4,4,Colombo,6,2,28000000.0,Colombo,10.0,Piliyandala
1542,3,3,Colombo,47,2,14000000.0,Colombo,8.0,Piliyandala
2784,4,4,Colombo,32,2,26000000.0,Colombo,7.5,Piliyandala
2875,3,3,Colombo,23,2,21500000.0,Colombo,9.5,Piliyandala
2588,4,4,Colombo,50,2,25500000.0,Colombo,6.5,Piliyandala
3800,4,3,Colombo,46,2,40000000.0,Colombo,11.0,Talawatugoda
2875,4,4,Colombo,25,2,25500000.0,Colombo,6.0,Piliyandala
1574,3,2,Colombo,11,2,14000000.0,Colombo,8.0,Piliyandala
2593,4,4,Colombo,15,2,25500000.0,Colombo,6.5,Piliyandala
1596,3,2,Colombo,43,2,14000000.0,Colombo,10.0,Piliyandala
3597,5,4,Colombo,9,2,25500000.0,Colombo,7.5,Piliyandala
3200,4,3,Colombo,46,2,52000000.0,Colombo,16.0,Talawatugoda
2556,4,4,Colombo,40,2,25500000.0,Colombo,7.5,Piliyandala
2402,4,4,Colombo,49,2,26000000.0,Colombo,7.0,Piliyandala
2854,4,4,Colombo,16,2,25500000.0,Colombo,7.5,Piliyandala
2896,4,4,Colombo,45,2,25500000.0,Colombo,7.5,Piliyandala
2491,3,3,Colombo,22,2,21000000.0,Colombo,7.0,Piliyandala
3200,3,3,Colombo,46,2,52000000.0,Colombo,16.0,Malabe
2516,4,4,Colombo,14,2,25500000.0,Colombo,6.2,Piliyandala
1800,4,1,Gampaha,8,2,9500000.0,Gampaha,20.0,Minuwangoda
1800,5,3,Colombo,47,2,24000000.0,Colombo,3.3,Rajagiriya
3500,6,5,Colombo,22,3,50000000.0,Colombo,7.0,Dehiwala
1088,2,1,Colombo,16,1,7900000.0,Colombo,2.0,Kottawa
862,3,2,Colombo,8,2,11800000.0,Colombo,11.0,Maharagama
1200,2,1,Kalutara,38,1,14000000.0,Kalutara,6.1,Panadura
2750,4,2,Colombo,1,2,42000000.0,Colombo,8.0,Moratuwa
6500,5,4,Colombo,40,2,44000000.0,Colombo,12.5,Talawatugoda
1200,3,3,Colombo,24,2,29500000.0,Colombo,16.5,Malabe
3600,5,4,Colombo,17,2,35000000.0,Colombo,8.0,Malabe
1250,3,2,Colombo,2,2,26500000.0,Colombo,7.0,Malabe
2000,3,1,Colombo,25,2,15500000.0,Colombo,6.8,Malabe
6500,5,4,Colombo,6,2,44000000.0,Colombo,12.5,Talawatugoda
1400,3,2,Colombo,25,2,16000000.0,Colombo,10.5,Malabe
1300,3,2,Colombo,41,2,17000000.0,Colombo,7.5,Malabe
2500,3,3,Colombo,5,2,27000000.0,Colombo,15.0,Maharagama
2700,5,3,Colombo,6,2,45000000.0,Colombo,9.7,Rajagiriya
1700,3,2,Colombo,1,2,18500000.0,Colombo,10.0,Malabe
1200,2,2,Colombo,4,1,18000000.0,Colombo,7.0,Malabe
3800,4,3,Colombo,42,2,45000000.0,Colombo,11.0,Talawatugoda
2850,4,3,Colombo,43,2,27500000.0,Colombo,6.5,Malabe
3800,4,4,Colombo,42,2,79000000.0,Colombo,16.0,Battaramulla
3800,5,3,Colombo,3,2,69000000.0,Colombo,11.7,Kotte
3300,4,3,Colombo,8,2,42500000.0,Colombo,11.0,Talawatugoda
3500,6,4,Colombo,17,3,20000000.0,Colombo,20.0,Piliyandala
3000,4,4,Colombo,5,2,58500000.0,Colombo,15.0,Piliyandala
2550,4,3,Colombo,42,2,25500000.0,Colombo,7.5,Piliyandala
800,2,1,Colombo,46,1,5500000.0,Colombo,6.0,Nugegoda
3000,6,3,Gampaha,23,3,22000000.0,Gampaha,22.0,Kandana
1500,3,2,Gampaha,22,2,13000000.0,Gampaha,10.0,Negombo
2800,3,3,Colombo,42,2,26500000.0,Colombo,10.0,Piliyandala
1950,4,3,Colombo,18,2,18500000.0,Colombo,5.5,Boralesgamuwa
1200,3,3,Colombo,18,2,12500000.0,Colombo,6.0,Piliyandala
4000,5,4,Colombo,42,2,120000000.0,Colombo,15.0,Colombo 8
1800,4,2,Kegalle,44,2,11000000.0,Kegalle,10.0,Warakapola
3000,5,4,Galle,46,2,25500000.0,Galle,10.0,Galle City
2200,3,3,Colombo,6,2,22500000.0,Colombo,8.5,Moratuwa
600,2,1,Colombo,3,1,8500000.0,Colombo,4.0,Kotte
2000,4,2,Gampaha,22,2,9500000.0,Gampaha,12.0,Ja-Ela
4000,6,5,Colombo,1,3,29800000.0,Colombo,13.0,Talawatugoda
2400,4,3,Colombo,21,2,32000000.0,Colombo,10.5,Talawatugoda
3400,6,4,Colombo,4,3,36000000.0,Colombo,15.0,Piliyandala
2600,4,4,Colombo,49,2,25000000.0,Colombo,8.0,Piliyandala
5100,5,2,Colombo,8,2,26000000.0,Colombo,20.0,Pannipitiya
2500,4,3,Colombo,45,2,21000000.0,Colombo,8.0,Pannipitiya
1700,5,3,Colombo,44,2,28500000.0,Colombo,8.12,Boralesgamuwa
3300,7,4,Colombo,3,4,29000000.0,Colombo,11.06,Moratuwa
800,1,1,Colombo,13,1,5500000.0,Colombo,6.0,Piliyandala
2800,5,3,Colombo,44,2,27000000.0,Colombo,8.6,Moratuwa
2800,6,3,Colombo,26,3,24000000.0,Colombo,8.5,Moratuwa
3750,4,4,Colombo,46,2,41000000.0,Colombo,8.0,Moratuwa
1800,4,1,Colombo,2,2,35500000.0,Colombo,58.0,Piliyandala
2500,4,3,Colombo,3,2,23500000.0,Colombo,6.0,Malabe
3100,5,4,Colombo,46,2,32500000.0,Colombo,12.0,Malabe
700,2,2,Colombo,14,1,8000000.0,Colombo,4.0,Wellampitiya
800,3,1,Colombo,10,2,7200000.0,Colombo,6.5,Piliyandala
1400,3,2,Colombo,33,2,18500000.0,Colombo,7.9,Malabe
1800,5,3,Colombo,7,2,25000000.0,Colombo,6.8,Malabe
2300,3,3,Colombo,32,2,25000000.0,Colombo,7.76,Malabe
2800,5,3,Colombo,44,2,32500000.0,Colombo,17.0,Malabe
6500,6,5,Colombo,11,3,44000000.0,Colombo,12.5,Pannipitiya
1070,3,2,Colombo,22,2,14200000.0,Colombo,7.6,Malabe
4800,4,3,Colombo,46,2,45000000.0,Colombo,10.0,Malabe
2000,3,2,Colombo,29,2,27500000.0,Colombo,11.0,Malabe
1950,4,3,Colombo,25,2,22500000.0,Colombo,6.4,Malabe
2000,6,2,Gampaha,5,3,8500000.0,Gampaha,10.0,Seeduwa
2200,5,4,Colombo,42,2,27500000.0,Colombo,12.4,Malabe
3600,4,3,Colombo,11,2,36000000.0,Colombo,7.8,Malabe
4300,5,5,Colombo,46,2,55000000.0,Colombo,12.0,Malabe
2500,6,2,Colombo,3,3,28000000.0,Colombo,10.0,Malabe
2400,4,3,Colombo,33,2,26000000.0,Colombo,10.5,Malabe
2100,3,3,Colombo,1,2,25500000.0,Colombo,10.0,Malabe
3500,5,6,Colombo,10,2,50000000.0,Colombo,15.0,Maharagama
2700,4,4,Colombo,33,2,40000000.0,Colombo,7.0,Maharagama
2800,4,2,Colombo,10,2,39500000.0,Colombo,19.0,Kaduwela
1000,2,1,Colombo,20,1,12400000.0,Colombo,8.0,Piliyandala
5000,5,3,Colombo,25,2,31000000.0,Colombo,12.0,Kaduwela
3550,5,4,Colombo,9,2,52000000.0,Colombo,13.1,Kotte
800,3,1,Colombo,42,2,12000000.0,Colombo,6.6,Kesbewa
5400,5,2,Gampaha,4,2,29000000.0,Gampaha,10.34,Gampaha City
3773,5,4,Gampaha,31,2,26000000.0,Gampaha,11.0,Kiribathgoda
4100,5,2,Gampaha,8,2,20000000.0,Gampaha,10.0,Kadawatha
2600,4,2,Gampaha,50,2,30000000.0,Gampaha,10.0,Kadawatha
5800,4,4,Colombo,9,2,45000000.0,Colombo,20.0,Homagama
2000,4,2,Kandy,24,2,8000000.0,Kandy,20.0,Gampola
900,3,2,Colombo,4,2,12500000.0,Colombo,8.5,Kesbewa
4000,4,3,Colombo,11,2,30500000.0,Colombo,13.5,Homagama
3000,7,3,Colombo,4,4,32000000.0,Colombo,16.0,Homagama
1400,3,1,Colombo,15,2,12500000.0,Colombo,20.0,Homagama
3600,5,4,Colombo,25,2,28000000.0,Colombo,10.0,Homagama
3200,4,4,Colombo,22,2,35000000.0,Colombo,11.2,Boralesgamuwa
3854,5,4,Colombo,1,2,49000000.0,Colombo,15.0,Boralesgamuwa
2800,3,2,Colombo,39,2,33000000.0,Colombo,7.5,Boralesgamuwa
5500,5,5,Colombo,45,2,65000000.0,Colombo,10.5,Boralesgamuwa
2800,4,4,Colombo,34,2,42500000.0,Colombo,10.0,Boralesgamuwa
5000,4,4,Colombo,45,2,69000000.0,Colombo,15.21,Boralesgamuwa
3500,6,4,Colombo,4,3,48000000.0,Colombo,8.5,Boralesgamuwa
3150,4,3,Gampaha,7,2,26500000.0,Gampaha,10.5,Negombo
2700,4,3,Colombo,46,2,35000000.0,Colombo,6.0,Battaramulla
2100,3,2,Colombo,1,2,8700000.0,Colombo,8.0,Padukka
2500,5,5,Colombo,5,2,24500000.0,Colombo,6.0,Battaramulla
3150,4,3,Gampaha,3,2,26500000.0,Gampaha,10.5,Negombo
2200,4,2,Colombo,41,2,17000000.0,Colombo,7.5,Kottawa
2723,3,2,Colombo,46,2,55000000.0,Colombo,10.0,Nugegoda
3800,4,4,Colombo,48,2,62500000.0,Colombo,21.0,Nugegoda
1900,4,2,Colombo,10,2,19000000.0,Colombo,11.4,Malabe
4300,4,4,Colombo,13,2,25000000.0,Colombo,11.0,Malabe
3600,4,3,Colombo,46,2,36000000.0,Colombo,7.8,Malabe
800,3,1,Monaragala,10,2,5900000.0,Monaragala,80.0,Monaragala City
3000,5,3,Colombo,1,2,37500000.0,Colombo,16.0,Malabe
1200,2,1,Colombo,50,1,13000000.0,Colombo,6.0,Pannipitiya
1300,1,1,Anuradhapura,13,1,9500000.0,Anuradhapura,100.0,Anuradhapura City
2200,4,3,Colombo,25,2,26500000.0,Colombo,6.5,Malabe
2100,5,2,Gampaha,16,2,11000000.0,Gampaha,10.0,Negombo
4200,4,4,Colombo,13,2,49500000.0,Colombo,10.0,Talawatugoda
3300,4,4,Colombo,44,2,44000000.0,Colombo,7.7,Talawatugoda
4000,4,4,Colombo,13,2,60000000.0,Colombo,15.0,Talawatugoda
7300,6,5,Kalutara,23,3,80000000.0,Kalutara,20.0,Kalutara City
3150,4,3,Gampaha,36,2,26500000.0,Gampaha,10.5,Negombo
3500,5,4,Colombo,46,2,46000000.0,Colombo,10.5,Nugegoda
2600,4,4,Colombo,21,2,34000000.0,Colombo,9.0,Maharagama
5000,8,5,Colombo,15,4,42500000.0,Colombo,13.2,Nugegoda
2800,4,4,Colombo,17,2,27500000.0,Colombo,11.5,Malabe
4000,6,6,Colombo,5,3,65000000.0,Colombo,12.0,Nugegoda
5000,5,4,Colombo,50,2,68000000.0,Colombo,11.0,Nugegoda
3800,4,4,Colombo,30,2,47500000.0,Colombo,7.0,Nugegoda
7100,6,5,Colombo,47,3,155000000.0,Colombo,27.0,Nugegoda
2600,4,4,Colombo,7,2,29000000.0,Colombo,10.5,Malabe
4000,6,4,Colombo,4,3,55000000.0,Colombo,25.0,Moratuwa
2800,4,3,Colombo,36,2,26500000.0,Colombo,6.5,Malabe
2000,4,1,Galle,5,2,13500000.0,Galle,31.4,Galle City
3200,4,4,Colombo,47,2,36000000.0,Colombo,10.0,Malabe
1500,3,2,Colombo,10,2,16500000.0,Colombo,7.5,Athurugiriya
4000,5,4,Colombo,32,2,65000000.0,Colombo,12.5,Malabe
5600,5,5,Colombo,46,2,135000000.0,Colombo,62.0,Malabe
3100,5,3,Colombo,38,2,37500000.0,Colombo,9.0,Malabe
2675,4,3,Colombo,3,2,48000000.0,Colombo,10.12,Malabe
3200,4,4,Colombo,27,2,100000000.0,Colombo,10.0,Kotte
3500,4,4,Colombo,3,2,60000000.0,Colombo,13.0,Kotte
1200,3,2,Kalutara,16,2,18000000.0,Kalutara,7.0,Wadduwa
1250,3,1,Colombo,20,2,9800000.0,Colombo,10.0,Homagama
6400,6,5,Colombo,43,3,44000000.0,Colombo,12.4,Talawatugoda
5500,5,5,Colombo,4,2,85000000.0,Colombo,45.0,Maharagama
5500,5,6,Colombo,16,2,100000000.0,Colombo,20.0,Talawatugoda
4000,4,2,Ampara,42,2,14000000.0,Ampara,15.0,Ampara City
2500,3,2,Colombo,21,2,35000000.0,Colombo,20.0,Pannipitiya
2500,5,7,Colombo,38,2,64000000.0,Colombo,17.5,Pannipitiya
3000,4,4,Colombo,48,2,33000000.0,Colombo,8.0,Kottawa
4000,4,3,Colombo,32,2,29500000.0,Colombo,8.0,Kottawa
5500,4,4,Gampaha,11,2,55000000.0,Gampaha,13.0,Seeduwa
4000,5,3,Colombo,4,2,65000000.0,Colombo,10.0,Battaramulla
3500,4,4,Colombo,12,2,80000000.0,Colombo,16.0,Battaramulla
3800,4,4,Colombo,24,2,45000000.0,Colombo,7.0,Battaramulla
2540,4,4,Colombo,49,2,25500000.0,Colombo,6.2,Piliyandala
5600,5,6,Colombo,45,2,100000000.0,Colombo,21.1,Talawatugoda
5500,4,4,Colombo,33,2,85000000.0,Colombo,12.0,Battaramulla
3150,4,3,Gampaha,18,2,26500000.0,Gampaha,10.5,Negombo
3350,5,4,Colombo,48,2,96000000.0,Colombo,13.5,Battaramulla
4000,5,4,Colombo,28,2,75000000.0,Colombo,14.0,Battaramulla
1200,3,3,Colombo,25,2,14500000.0,Colombo,6.0,Athurugiriya
2500,3,1,Colombo,1,2,37000000.0,Colombo,15.0,Colombo 8
4000,5,3,Colombo,26,2,350000000.0,Colombo,80.0,Nugegoda
2000,3,3,Gampaha,23,2,18500000.0,Gampaha,15.0,Negombo
7351,3,1,Kalutara,19,2,5000000.0,Kalutara,27.0,Horana
2600,4,3,Colombo,42,2,25500000.0,Colombo,6.2,Piliyandala
2500,5,4,Colombo,21,2,28500000.0,Colombo,7.7,Piliyandala
3150,4,3,Gampaha,6,2,26500000.0,Gampaha,10.5,Negombo
2553,4,3,Colombo,39,2,25500000.0,Colombo,7.5,Piliyandala
1000,3,1,Colombo,14,2,32500000.0,Colombo,17.8,Rajagiriya
2550,4,3,Colombo,11,2,25500000.0,Colombo,7.5,Piliyandala
1250,3,2,Kalutara,20,2,21000000.0,Kalutara,32.0,Panadura
